Date,Open,High,Low,Close,Adj Close,Volume
1998-02-20,701.400024,701.400024,701.400024,701.400024,701.400024,0
1998-02-23,699.900024,699.900024,699.900024,699.900024,699.900024,0
1998-02-24,695.799988,695.799988,695.799988,695.799988,695.799988,0
1998-02-25,689.599976,689.599976,689.599976,689.599976,689.599976,0
1998-02-26,693.500000,693.500000,693.500000,693.500000,693.500000,0
1998-02-27,694.900024,694.900024,694.900024,694.900024,694.900024,0
1998-03-02,697.599976,697.599976,697.599976,697.599976,697.599976,0
1998-03-03,700.400024,700.400024,700.400024,700.400024,700.400024,0
1998-03-04,701.200012,701.200012,701.200012,701.200012,701.200012,0
1998-03-05,704.200012,704.200012,704.200012,704.200012,704.200012,0
1998-03-06,704.299988,704.299988,704.299988,704.299988,704.299988,0
1998-03-09,702.200012,702.200012,702.200012,702.200012,702.200012,0
1998-03-10,704.200012,704.200012,704.200012,704.200012,704.200012,0
1998-03-11,707.000000,707.000000,707.000000,707.000000,707.000000,0
1998-03-12,null,null,null,null,null,null
1998-03-13,707.200012,707.200012,707.200012,707.200012,707.200012,0
1998-03-16,708.400024,708.400024,708.400024,708.400024,708.400024,0
1998-03-17,710.299988,710.299988,710.299988,710.299988,710.299988,0
1998-03-18,708.000000,708.000000,708.000000,708.000000,708.000000,0
1998-03-19,716.000000,716.000000,716.000000,716.000000,716.000000,0
1998-03-20,717.299988,717.299988,717.299988,717.299988,717.299988,0
1998-03-23,711.900024,711.900024,711.900024,711.900024,711.900024,0
1998-03-24,713.299988,713.299988,713.299988,713.299988,713.299988,0
1998-03-25,715.799988,715.799988,715.799988,715.799988,715.799988,0
1998-03-26,715.500000,715.500000,715.500000,715.500000,715.500000,0
1998-03-27,714.799988,714.799988,714.799988,714.799988,714.799988,0
1998-03-30,715.400024,715.400024,715.400024,715.400024,715.400024,0
1998-03-31,712.799988,712.799988,712.799988,712.799988,712.799988,0
1998-04-01,711.200012,711.200012,711.200012,711.200012,711.200012,0
1998-04-02,707.099976,707.099976,707.099976,707.099976,707.099976,0
1998-04-03,705.000000,705.000000,705.000000,705.000000,705.000000,0
1998-04-06,704.099976,704.099976,704.099976,704.099976,704.099976,0
1998-04-07,705.299988,705.299988,705.299988,705.299988,705.299988,0
1998-04-08,706.400024,706.400024,706.400024,706.400024,706.400024,0
1998-04-09,710.700012,710.700012,710.700012,710.700012,710.700012,0
1998-04-13,null,null,null,null,null,null
1998-04-14,null,null,null,null,null,null
1998-04-15,710.799988,710.799988,710.799988,710.799988,710.799988,0
1998-04-16,723.200012,723.200012,723.200012,723.200012,723.200012,0
1998-04-17,729.700012,729.700012,729.700012,729.700012,729.700012,0
1998-04-20,734.299988,734.299988,734.299988,734.299988,734.299988,0
1998-04-21,742.700012,742.700012,742.700012,742.700012,742.700012,0
1998-04-22,762.200012,762.200012,762.200012,762.200012,762.200012,0
1998-04-23,775.400024,775.400024,775.400024,775.400024,775.400024,0
1998-04-24,778.900024,778.900024,778.900024,778.900024,778.900024,0
1998-04-27,772.000000,772.000000,772.000000,772.000000,772.000000,0
1998-04-28,767.900024,767.900024,767.900024,767.900024,767.900024,0
1998-04-29,773.500000,773.500000,773.500000,773.500000,773.500000,0
1998-04-30,782.000000,782.000000,782.000000,782.000000,782.000000,0
1998-05-01,null,null,null,null,null,null
1998-05-04,789.700012,789.700012,789.700012,789.700012,789.700012,0
1998-05-05,788.000000,788.000000,788.000000,788.000000,788.000000,0
1998-05-06,777.599976,777.599976,777.599976,777.599976,777.599976,0
1998-05-07,772.799988,772.799988,772.799988,772.799988,772.799988,0
1998-05-08,777.700012,777.700012,777.700012,777.700012,777.700012,0
1998-05-11,null,null,null,null,null,null
1998-05-12,null,null,null,null,null,null
1998-05-13,777.299988,777.299988,777.299988,777.299988,777.299988,0
1998-05-14,754.799988,754.799988,754.799988,754.799988,754.799988,0
1998-05-15,742.099976,742.099976,742.099976,742.099976,742.099976,0
1998-05-18,746.599976,746.599976,746.599976,746.599976,746.599976,0
1998-05-19,736.099976,736.099976,736.099976,736.099976,736.099976,0
1998-05-20,717.500000,717.500000,717.500000,717.500000,717.500000,0
1998-05-21,719.799988,719.799988,719.799988,719.799988,719.799988,0
1998-05-22,727.500000,727.500000,727.500000,727.500000,727.500000,0
1998-05-26,726.299988,726.299988,726.299988,726.299988,726.299988,0
1998-05-27,718.799988,718.799988,718.799988,718.799988,718.799988,0
1998-05-28,700.099976,700.099976,700.099976,700.099976,700.099976,0
1998-05-29,682.299988,682.299988,682.299988,682.299988,682.299988,0
1998-06-01,668.200012,668.200012,668.200012,668.200012,668.200012,0
1998-06-02,682.599976,682.599976,682.599976,682.599976,682.599976,0
1998-06-03,685.900024,685.900024,685.900024,685.900024,685.900024,0
1998-06-04,677.400024,677.400024,677.400024,677.400024,677.400024,0
1998-06-05,667.900024,667.900024,667.900024,667.900024,667.900024,0
1998-06-08,668.599976,668.599976,668.599976,668.599976,668.599976,0
1998-06-09,null,null,null,null,null,null
1998-06-10,667.900024,667.900024,667.900024,667.900024,667.900024,0
1998-06-11,659.900024,659.900024,659.900024,659.900024,659.900024,0
1998-06-12,639.799988,639.799988,639.799988,639.799988,639.799988,0
1998-06-15,606.400024,606.400024,606.400024,606.400024,606.400024,0
1998-06-16,613.000000,613.000000,613.000000,613.000000,613.000000,0
1998-06-17,607.500000,607.500000,607.500000,607.500000,607.500000,0
1998-06-18,616.599976,616.599976,616.599976,616.599976,616.599976,0
1998-06-19,619.900024,619.900024,619.900024,619.900024,619.900024,0
1998-06-22,608.599976,608.599976,608.599976,608.599976,608.599976,0
1998-06-23,602.400024,602.400024,602.400024,602.400024,602.400024,0
1998-06-24,584.200012,584.200012,584.200012,584.200012,584.200012,0
1998-06-25,568.799988,568.799988,568.799988,568.799988,568.799988,0
1998-06-26,578.900024,578.900024,578.900024,578.900024,578.900024,0
1998-06-29,580.799988,580.799988,580.799988,580.799988,580.799988,0
1998-06-30,580.900024,580.900024,580.900024,580.900024,580.900024,0
1998-07-01,584.700012,584.700012,584.700012,584.700012,584.700012,0
1998-07-02,589.599976,589.599976,589.599976,589.599976,589.599976,0
1998-07-06,598.799988,598.799988,598.799988,598.799988,598.799988,0
1998-07-07,null,null,null,null,null,null
1998-07-08,605.000000,605.000000,605.000000,605.000000,605.000000,0
1998-07-09,null,null,null,null,null,null
1998-07-10,612.599976,612.599976,612.599976,612.599976,612.599976,0
1998-07-13,611.599976,611.599976,611.599976,611.599976,611.599976,0
1998-07-14,604.599976,604.599976,604.599976,604.599976,604.599976,0
1998-07-15,599.299988,599.299988,599.299988,599.299988,599.299988,0
1998-07-16,595.400024,595.400024,595.400024,595.400024,595.400024,0
1998-07-17,595.599976,595.599976,595.599976,595.599976,595.599976,0
1998-07-20,591.700012,591.700012,591.700012,591.700012,591.700012,0
1998-07-21,588.200012,588.200012,588.200012,588.200012,588.200012,0
1998-07-22,586.900024,586.900024,586.900024,586.900024,586.900024,0
1998-07-23,581.099976,581.099976,581.099976,581.099976,581.099976,0
1998-07-24,587.900024,587.900024,587.900024,587.900024,587.900024,0
1998-07-27,589.000000,589.000000,589.000000,589.000000,589.000000,0
1998-07-28,590.599976,590.599976,590.599976,590.599976,590.599976,0
1998-07-29,590.900024,590.900024,590.900024,590.900024,590.900024,0
1998-07-30,598.000000,598.000000,598.000000,598.000000,598.000000,0
1998-07-31,596.299988,596.299988,596.299988,596.299988,596.299988,0
1998-08-03,593.200012,593.200012,593.200012,593.200012,593.200012,0
1998-08-04,589.000000,589.000000,589.000000,589.000000,589.000000,0
1998-08-05,590.299988,590.299988,590.299988,590.299988,590.299988,0
1998-08-06,592.099976,592.099976,592.099976,592.099976,592.099976,0
1998-08-07,null,null,null,null,null,null
1998-08-10,587.099976,587.099976,587.099976,587.099976,587.099976,0
1998-08-11,584.500000,584.500000,584.500000,584.500000,584.500000,0
1998-08-12,581.599976,581.599976,581.599976,581.599976,581.599976,0
1998-08-13,575.400024,575.400024,575.400024,575.400024,575.400024,0
1998-08-14,561.299988,561.299988,561.299988,561.299988,561.299988,0
1998-08-17,559.400024,559.400024,559.400024,559.400024,559.400024,0
1998-08-18,554.700012,554.700012,554.700012,554.700012,554.700012,0
1998-08-19,552.099976,552.099976,552.099976,552.099976,552.099976,0
1998-08-20,540.700012,540.700012,540.700012,540.700012,540.700012,0
1998-08-21,533.099976,533.099976,533.099976,533.099976,533.099976,0
1998-08-24,518.200012,518.200012,518.200012,518.200012,518.200012,0
1998-08-25,505.200012,505.200012,505.200012,505.200012,505.200012,0
1998-08-26,515.700012,515.700012,515.700012,515.700012,515.700012,0
1998-08-27,518.900024,518.900024,518.900024,518.900024,518.900024,0
1998-08-28,507.000000,507.000000,507.000000,507.000000,507.000000,0
1998-08-31,496.000000,496.000000,496.000000,496.000000,496.000000,0
1998-09-01,476.299988,476.299988,476.299988,476.299988,476.299988,0
1998-09-02,464.399994,464.399994,464.399994,464.399994,464.399994,0
1998-09-03,461.000000,461.000000,461.000000,461.000000,461.000000,0
1998-09-04,463.600006,463.600006,463.600006,463.600006,463.600006,0
1998-09-08,473.700012,473.700012,473.700012,473.700012,473.700012,0
1998-09-09,476.200012,476.200012,476.200012,476.200012,476.200012,0
1998-09-10,482.200012,482.200012,482.200012,482.200012,482.200012,0
1998-09-11,488.899994,488.899994,488.899994,488.899994,488.899994,0
1998-09-14,490.799988,490.799988,490.799988,490.799988,490.799988,0
1998-09-15,500.299988,500.299988,500.299988,500.299988,500.299988,0
1998-09-16,507.000000,507.000000,507.000000,507.000000,507.000000,0
1998-09-17,499.500000,499.500000,499.500000,499.500000,499.500000,0
1998-09-18,490.500000,490.500000,490.500000,490.500000,490.500000,0
1998-09-21,493.399994,493.399994,493.399994,493.399994,493.399994,0
1998-09-22,498.500000,498.500000,498.500000,498.500000,498.500000,0
1998-09-23,500.000000,500.000000,500.000000,500.000000,500.000000,0
1998-09-24,504.899994,504.899994,504.899994,504.899994,504.899994,0
1998-09-25,511.600006,511.600006,511.600006,511.600006,511.600006,0
1998-09-28,511.529999,512.500000,511.440002,512.369995,512.369995,5164400
1998-09-29,512.049988,512.570007,503.720001,503.750000,503.750000,6932900
1998-09-30,503.660004,503.700012,497.890015,499.119995,499.119995,6932900
1998-10-01,499.220001,500.260010,498.559998,500.179993,500.179993,5529500
1998-10-02,502.350006,502.350006,497.450012,497.450012,497.450012,3901800
1998-10-05,null,null,null,null,null,null
1998-10-06,497.480011,497.540009,493.760010,494.399994,494.399994,3901800
1998-10-07,495.369995,496.179993,494.010010,495.910004,495.910004,7991700
1998-10-08,495.880005,495.880005,493.000000,493.000000,493.000000,1184700
1998-10-09,492.980011,492.989990,491.029999,491.029999,491.029999,4652000
1998-10-12,492.880005,492.880005,489.779999,489.779999,489.779999,9908700
1998-10-13,489.769989,490.160004,487.450012,488.119995,488.119995,9606500
1998-10-14,488.140015,488.339996,483.299988,483.549988,483.549988,1207100
1998-10-15,483.679993,485.769989,483.290009,485.769989,485.769989,6621200
1998-10-16,486.100006,489.970001,486.029999,489.940002,489.940002,21187200
1998-10-19,489.940002,493.630005,489.540009,493.029999,493.029999,21187200
1998-10-20,493.179993,498.690002,493.179993,498.420013,498.420013,15576000
1998-10-21,498.660004,498.890015,494.760010,494.829987,494.829987,92099000
1998-10-22,494.720001,495.190002,491.540009,491.959991,491.959991,13772600
1998-10-23,492.190002,492.420013,489.149994,489.510010,489.510010,53330300
1998-10-26,489.440002,494.519989,489.440002,494.450012,494.450012,63630500
1998-10-27,494.910004,496.709991,494.600006,496.279999,496.279999,23778400
1998-10-28,499.209991,500.230011,496.260010,498.570007,498.570007,54658100
1998-10-29,498.679993,498.750000,496.859985,498.179993,498.179993,50243400
1998-10-30,497.890015,499.459991,497.410004,498.899994,498.899994,21271400
1998-11-02,498.890015,499.730011,498.510010,499.730011,499.730011,13127500
1998-11-03,null,null,null,null,null,null
1998-11-04,499.829987,505.690002,499.820007,505.459991,505.459991,11655700
1998-11-05,505.940002,510.019989,505.809998,510.019989,510.019989,19863300
1998-11-06,510.390015,510.869995,508.779999,510.459991,510.459991,13629800
1998-11-09,510.489990,511.089996,509.429993,511.089996,511.089996,27619400
1998-11-10,511.059998,514.309998,509.869995,513.909973,513.909973,11896000
1998-11-11,514.099976,515.320007,512.719971,514.849976,514.849976,11008000
1998-11-12,514.830017,515.270020,512.869995,513.700012,513.700012,86149900
1998-11-13,514.059998,517.929993,513.739990,517.890015,517.890015,30299600
1998-11-16,517.820007,529.440002,517.820007,528.859985,528.859985,16475800
1998-11-17,528.840027,537.260010,528.840027,535.260010,535.260010,67099800
1998-11-18,535.520020,550.960022,535.520020,550.919983,550.919983,25239700
1998-11-19,551.340027,554.409973,539.559998,542.690002,542.690002,22079700
1998-11-20,543.510010,543.719971,538.400024,541.369995,541.369995,26619600
1998-11-23,542.479980,548.909973,542.479980,548.270020,548.270020,28337400
1998-11-24,549.150024,554.830017,549.030029,554.830017,554.830017,19773900
1998-11-25,555.869995,574.640015,555.500000,572.210022,572.210022,39603900
1998-11-27,569.710022,571.210022,566.349976,571.210022,571.210022,23372400
1998-11-30,571.830017,575.250000,571.750000,575.250000,575.250000,37234100
1998-12-01,574.309998,579.450012,574.229980,574.520020,574.520020,23689500
1998-12-02,574.750000,575.950012,569.640015,570.520020,570.520020,18634900
1998-12-03,null,null,null,null,null,null
1998-12-04,570.390015,570.390015,566.559998,566.960022,566.960022,11629500
1998-12-07,567.700012,568.219971,563.669983,563.719971,563.719971,19384800
1998-12-08,563.359985,563.359985,553.729980,556.700012,556.700012,4975200
1998-12-09,556.130005,556.359985,553.979980,555.380005,555.380005,1389700
1998-12-10,555.429993,556.479980,554.799988,556.479980,556.479980,81280300
1998-12-11,556.489990,558.200012,556.309998,557.270020,557.270020,55504400
1998-12-14,557.239990,561.900024,556.919983,561.489990,561.489990,14117800
1998-12-15,561.450012,561.450012,553.169983,553.200012,553.200012,21989800
1998-12-16,554.580017,554.809998,553.289978,554.669983,554.669983,59999500
1998-12-17,554.440002,554.440002,550.369995,552.099976,552.099976,12915100
1998-12-18,552.039978,555.359985,551.659973,555.359985,555.359985,12399100
1998-12-21,554.609985,557.419983,554.289978,557.419983,557.419983,36476000
1998-12-22,557.940002,560.400024,556.150024,560.400024,560.400024,78716600
1998-12-23,560.539978,567.750000,560.510010,567.580017,567.580017,66746500
1998-12-24,567.099976,572.840027,567.099976,572.840027,572.840027,41831300
1998-12-28,573.039978,577.640015,572.059998,575.679993,575.679993,79808000
1998-12-29,576.020020,584.049988,576.020020,583.679993,583.679993,91914000
1998-12-30,583.710022,584.940002,581.020020,584.940002,584.940002,33444300
1998-12-31,584.820007,597.309998,584.650024,597.309998,597.309998,15788900
1999-01-04,596.820007,596.820007,581.330017,582.409973,582.409973,10193000
1999-01-05,582.280029,582.280029,574.690002,576.780029,576.780029,14875600
1999-01-06,576.690002,580.409973,575.739990,580.340027,580.340027,96298800
1999-01-07,580.989990,583.599976,580.989990,582.650024,582.650024,27518500
1999-01-08,583.150024,584.520020,582.809998,583.679993,583.679993,24857700
1999-01-11,584.190002,585.479980,582.630005,583.849976,583.849976,13466200
1999-01-12,584.369995,584.880005,583.210022,584.119995,584.119995,13849500
1999-01-13,584.780029,588.789978,584.419983,587.789978,587.789978,23068000
1999-01-14,587.359985,587.359985,576.609985,578.619995,578.619995,14625300
1999-01-15,null,null,null,null,null,null
1999-01-19,576.869995,581.270020,576.869995,580.840027,580.840027,10090900
1999-01-20,580.890015,582.119995,580.080017,580.179993,580.179993,19452500
1999-01-21,580.320007,582.840027,580.250000,582.119995,582.119995,10239100
1999-01-22,582.090027,584.700012,582.020020,583.950012,583.950012,11387700
1999-01-25,584.049988,585.570007,583.640015,585.570007,585.570007,10599900
1999-01-26,585.489990,585.489990,580.119995,580.119995,580.119995,18589900
1999-01-27,580.150024,580.190002,572.770020,572.770020,572.770020,17760300
1999-01-28,572.619995,572.619995,566.219971,571.619995,571.619995,19525700
1999-01-29,570.679993,572.700012,570.229980,572.700012,572.700012,65637100
1999-02-01,572.700012,572.739990,569.520020,570.250000,570.250000,14719900
1999-02-02,569.989990,570.359985,566.890015,566.890015,566.890015,87559500
1999-02-03,566.940002,566.940002,564.940002,565.960022,565.960022,12268000
1999-02-04,null,null,null,null,null,null
1999-02-05,565.820007,566.109985,564.549988,565.000000,565.000000,97772000
1999-02-08,565.109985,565.299988,564.250000,564.650024,564.650024,42585800
1999-02-09,564.380005,566.719971,564.250000,566.169983,566.169983,17702000
1999-02-10,566.210022,567.359985,566.210022,567.320007,567.320007,98642000
1999-02-11,567.460022,569.780029,567.460022,569.719971,569.719971,12508100
1999-02-12,574.169983,574.510010,569.969971,571.659973,571.659973,76655500
1999-02-16,575.280029,577.530029,575.219971,577.530029,577.530029,92400400
1999-02-17,577.229980,581.119995,577.229980,579.450012,579.450012,20395400
1999-02-18,579.400024,579.530029,577.169983,578.109985,578.109985,92306300
1999-02-19,578.190002,578.590027,576.210022,577.289978,577.289978,112489700
1999-02-22,577.299988,578.330017,576.500000,576.510010,576.510010,109231700
1999-02-23,576.489990,576.640015,571.520020,571.679993,571.679993,23911000
1999-02-24,571.799988,571.799988,562.580017,562.580017,562.580017,80449800
